A(410),B(435),C(460),D(485),E(510),F(535),G(560),H(585),R(610),I(645),S(680),J(705),U(760),V(810),W(860),K(900),L(940),T(730)
3234.966223024615,1306.907353781225,2981.839728051903,966.3849913491557,1120.0694925865164,2037.6936799377293,498.5740709117793,515.8233469122788,1473.91125580573,264.5406278498147,336.69030283127375,76.56356142911213,73.0253382614626,260.303334252572,307.82878581447955,107.74683414987061,55.87340008001069,87.64680494025612
1669.9674285456572,792.6780868049522,2728.497090325899,631.5657369588253,911.7382274594021,1430.9460035244872,368.20799547677683,375.43601534573645,1007.5727382259289,182.53120837866064,246.24108203341746,54.05961892924165,57.403544099863225,174.577421490156,199.57556749807907,84.08837588326934,37.568756797792695,69.31984486866548
1888.9521978584646,1127.2882409908425,2599.5785286223963,881.2124018129393,1044.545572054076,1950.3059221358922,393.7800381355427,401.023109219027,1166.2526802246239,231.87323632144532,266.8041009900215,60.93790278883981,63.93323426265278,209.35347385497928,234.12758375087847,86.84730018825047,46.97742970810601,74.81505364506253
1842.301218698011,905.4667951109262,2146.4892712558294,634.6372381474572,1013.72462607279,1217.8771261497131,392.35910989065513,397.3920329080791,1148.8860994302856,197.78524873517156,293.7433880315585,60.216312303889765,65.2953069653251,178.68669220446907,243.98708108523417,72.29509882437151,40.917204178563566,81.19108986330156
2275.711028387822,1258.314215503352,2324.498716161454,874.3676814906069,922.3229805826596,1114.3850317010201,480.89687622189996,478.40399353136826,1311.5706143916964,238.7170639413556,340.3059408011859,74.44283827769112,75.68375222362268,204.87034653755492,310.5762417037538,94.60516464558624,51.113919733932384,87.17045081159432
2346.300689050291,813.4607247807659,2020.4926124578196,689.6572402421909,845.9930747108327,1703.3295724954517,370.19717958572767,377.08354706791334,1312.0014238352137,198.44053227624883,307.71309608650233,65.39754023033645,64.51973293355928,242.38943768423758,280.92323768365907,84.51450345581036,44.561134019002104,76.7428931489361
1961.3628930705624,748.7584839360351,1906.4770829039298,428.72878514278926,711.7960519434786,946.137049099027,250.28477732662802,246.7980019830268,580.8637048488888,129.26027167620072,144.01206563503757,37.56134912384665,35.14603011361102,116.79420830597253,123.39720970722364,60.72777998859305,27.28543986350004,50.606773095871624
1256.4152687672722,879.5557237880795,2004.487396099906,747.6627186811786,855.2766410481478,1137.7093011390873,438.8745466957756,423.39610189498677,1034.492988388603,220.9672262360275,64.77420359594153,59.328550087149225,162.72343467046716,191.78683981637732,92.72987477126605,118.90840366669546,50.52801280245794,55.22315498296157
2152.010647252706,977.364803404411,2405.1175794064966,638.2069587727942,928.9082900836775,1168.454059013923,381.4358645354827,392.29949486858226,980.1708554146531,208.03516484679045,259.2014880872782,58.28597277668172,48.7892830183294,175.72798007495226,237.8685122367539,85.926868948423,39.98738055612221,75.56719428662109
2437.926128908473,1132.1683447121202,3302.3087930576144,889.9717907310302,1119.355837332928,1979.0023830532552,463.88731150447865,469.7011088128399,1473.994136858881,247.265101409513,364.15285830224,76.11938223828658,77.43012111110683,255.3068228836726,319.3063285009236,106.45614685951803,50.637928067138226,89.42646612408751
1712.6809197803736,783.5477457969818,2730.5599839697,617.2467227443036,926.200285218286,1406.668099355153,368.02463964038174,385.0002324183691,1031.448356944267,207.3855255024099,249.22838043244752,55.74557100841574,57.13223633457054,174.48221349567098,206.33143898794987,85.97759154987223,37.1852675692086,71.33000797544422
3074.815665045281,1090.543662961816,2006.2833503974016,649.1755879061914,785.0384382888072,1086.2554891421146,443.3800840799165,440.6208402141871,825.6550847924846,185.80144094099563,264.30841183986445,63.981483530833586,59.194376228382026,165.74272303107674,296.27978633279395,110.29580299705421,49.75820338201425,73.1216248153658
1510.647261391528,873.3670227445666,2034.2506186323046,669.9035219356782,1062.9454018240326,1314.1775384564,347.3456592051372,339.3733855917454,1039.8365979115952,197.89196747715832,275.6581652150363,54.20254112558197,74.74066594162261,159.4514185965456,223.95305427015498,69.82366079760615,36.7090961073209,87.43988236092444
2424.8722122905506,1003.5337778100776,2475.127393071165,619.2324179533368,873.7545130689189,1215.5195194107348,373.5144777488266,386.91096818743483,855.2370668254623,212.10623022143602,219.87586282720065,57.51009083897562,59.99218987691881,166.53792542071633,206.29027626548205,85.29490374030368,38.88482959881708,66.82391336790769
2416.505195972845,1095.9799138177254,2246.8845481861467,821.9195336000938,981.1837312940937,1553.179620569034,418.1702573905695,413.18958275636976,1410.3766648000326,71.87494265505843,83.75582924864077,343.5795458200269,69.12189948893862,241.06886571428277,289.7677291795243,81.30425244571467,47.088703238374165,205.61420922422565
2533.470482320681,966.5874566727715,2767.7970322244346,612.1700483068076,888.0407657362892,1345.757369051589,370.21483830719495,382.1588561571892,821.3484478852062,187.17915716659977,231.9559511390712,54.092476866734266,55.92011920468394,199.47807306446708,185.94972369661093,154.56251844824288,43.459822799127444,69.29855192022093
2314.9723723789743,1006.1608306727572,2475.5445582678603,644.7326515951258,983.5775163190818,1222.2509306530796,381.72787377911425,387.72596180613397,994.4480331654983,186.8321767040329,249.26549735295413,59.48967630162152,57.52440337947999,166.70286210251783,210.63599333316526,84.77329973910118,40.958434247870144,71.94108396269841
2090.391536455946,1299.1247493229066,3538.8489118931534,994.5917384263845,1161.8020495331625,2246.2456709889702,493.62421867691955,506.6506864880605,1455.9203101688702,246.09831279321062,343.27535794875996,74.22544653455503,78.90586853775106,247.4505895286784,288.32374348968136,117.9222379637606,54.62803095230734,86.58991554545028
1237.482996815124,882.3550616813136,1978.0972761349278,758.7054218585465,871.9214459979427,1128.153963943209,433.1590912317133,420.4569985744794,1019.1187465131997,193.95493229905506,67.51700817500794,59.4546110872918,163.0361985238262,190.12838603961708,87.70088281528446,121.04888486225141,50.583190523531954,56.14282190919942
2358.788873863244,984.7855250956919,2391.743387168587,566.8417393766221,911.8186929955604,1195.6362693733226,318.9979129999771,319.9783119711735,839.4368723033341,151.0829092694328,171.74467715619943,48.02403057715204,42.124294974412514,144.17478765816495,163.73204861789975,76.75424218082834,33.67581547654302,63.94738049780655
1538.4234977086676,708.2514814533768,2160.252084743333,499.82983499349,763.999988173145,1084.4968047291866,322.8719597206357,330.2497890815519,863.5500534847613,136.16667947661838,202.36500568458513,47.26416269736393,46.23288965159832,154.48306902945438,194.8485476428501,77.06159550239731,34.597673345990245,66.40468821552687
3171.679510365453,1252.8722455001355,3268.2100824428276,925.4262298610042,1095.3709205293353,1973.9641982651224,490.510507218317,503.797717031576,1180.4811489199976,267.31116704330816,76.82490982829628,78.54425337603651,233.66603554351582,292.6361360394235,127.59258468199192,140.31362114089518,58.14694399665026,66.57648758861772
2645.476116501875,1183.134017706403,2972.727881669099,903.3883474603741,1086.2933957711437,2119.684038843296,478.0863372525367,491.72915050621566,1439.4874173784715,259.20749692020786,346.21733082544944,74.12256431810225,76.6814995591524,247.44337210498097,294.18758973815164,110.33842470613568,52.85631634591668,83.50919043895412
2283.005504271263,820.8122798358523,2195.2820193047564,495.32519628728795,776.0869741335493,1101.238398561312,305.3060199542597,299.61387614385495,740.6427806198802,154.93475723197645,155.3733910411846,45.40055201610803,45.09422783584027,139.13146510882027,168.79180111326616,76.3555879711428,33.73144923394,61.949265649176695
1580.3708676803917,916.4441846944227,2572.845766524266,652.1831211570642,925.9909822071303,1275.3656598566768,384.73375588590756,390.3175969946469,1025.6600831713363,206.365211919585,241.77982475356148,52.022720305692566,54.84964926226543,169.0921035806315,235.8849248693928,82.2101359289093,39.545784153172455,71.7421872687644
2418.3352407210036,1087.5541930152583,2258.545830405343,820.1034614072502,995.6511884080353,1501.787856286422,409.21786320371797,413.20196731437164,1413.5342148470486,82.71817558968921,78.41799366915288,340.97573029891134,81.11829005779796,242.86145491008068,295.2073293402218,81.53669116523241,46.25730536472841,202.94330923692183
3322.080991230661,1227.9263390082053,3247.239617145077,888.2761900122368,1119.891945365555,1758.5804730119519,486.61040137099263,494.6513336940765,1439.223451715459,252.45099426305012,357.9976749377708,79.94431780113433,76.17659806047769,240.99826056916604,326.5166693563862,118.65106948269288,55.69799202689975,90.4730230637114
1920.7106195678177,1050.5888627769891,2533.956995044078,657.6939466616909,1011.2721260074165,1283.808560111788,385.19057092490345,386.9123549327064,1014.9573960496624,206.28575524041418,246.68968786930057,57.6724565925815,59.54006542607317,167.28502799937806,217.43703316138743,81.37597769453411,41.873353193448466,76.02402318931985
1859.8268572711881,1127.1971450946999,2610.7349252887684,883.9001312525635,1057.64038938055,1943.4270844682044,397.3681546518814,406.8589957543532,1183.3850352391762,192.83558387869604,276.04920326654815,62.36240109412234,68.9569930692806,210.254972050573,233.341873954062,87.08617790598768,47.18797353350323,71.94222381593829
1078.859765707371,785.4551728573989,2077.4897641787857,648.3435890825356,1079.6348162440154,1364.6217368455584,389.6647432699458,405.2383225959783,1147.671509948733,208.30791658776855,266.9934993508015,56.43104954611054,68.12622923251507,158.53016476786522,208.42055836018812,72.05421259792064,38.66143117162937,88.26049761868074
2553.005912835945,1174.5684576216654,3472.0500608454745,900.5986886270526,1182.1865388859367,1899.8473703589,433.37748416999983,446.20717063603826,1392.6967040911716,213.35025278052078,323.97331552596285,69.20835415580102,70.86258073611756,238.6101752861055,293.00295694233466,119.18870741577095,50.82809452684466,89.532070773075
2242.3879555606677,981.4164474724297,3165.901597347197,809.7148081019562,1114.9400011018868,1885.8707913760768,448.5803668299706,463.1835403655859,1465.0086457566263,231.25116617697978,355.0152019367258,67.80286884916117,76.04032154056758,250.70284789280004,314.0754343429787,111.35635422962976,50.667171259749026,87.91625381292604
1979.6593646951815,1053.3306925802426,2469.2632407315627,760.3875538572249,872.4533131324915,1781.8372456898858,426.7718225996735,438.28672788776674,1354.6410837841531,224.33966610750826,337.4191469715375,68.10690605271859,73.57280881408239,238.62696358327113,298.5606583176882,95.26001156207477,49.35275388998982,79.40719994050818
650.7787559950368,449.30550171156614,959.5025386207666,458.9469008574349,679.2067524034145,729.4488607740857,398.67370227067124,397.85002574483485,1259.9498257019432,175.7581243827668,196.70957854626695,69.8158445629262,57.877753172685544,138.37248312681558,166.83791000452717,52.708350854438265,35.89455779144255,63.572209763675666
2248.2403989850845,978.5206224262189,3161.0807249736567,813.22262231752,1115.875661175119,1899.6160347807033,445.0097247393943,459.79728690418193,1483.9971257063585,232.88022058109541,358.8412722008264,67.74337335756107,74.0487230287646,247.46440309594513,307.00602004849014,111.71728872112611,49.925743865715724,89.78461607402308
3172.193597568415,1926.8054641477272,3310.763034703081,1242.8332690692705,1486.2414257529024,1695.1697578741885,561.1762924821627,570.7810441858846,2029.4586060534675,297.9800135336136,503.5249153648668,96.45735934776388,108.92907555140039,311.4314573122492,508.8609307325011,139.52877346572546,72.0858552150621,120.49118000745446
1844.8666127594047,940.6254079813841,2153.041209990684,679.3017165638247,1022.3015848165315,1237.2702903977151,411.35275976901016,415.8373534757878,1189.9234804719517,202.27133009228365,304.19014320225926,61.82343381418195,68.59955582253191,176.40801565581128,223.15084745558934,73.45502288683508,40.66429406750929,84.43793828150369
2789.1635642630886,823.1069763257498,2367.40748745434,598.3953725030555,909.0754759790995,1335.1656708059595,360.1710397590609,380.4957971255072,871.3744838985659,200.79346525270256,205.55971844417454,56.08335085059833,49.16795301133614,163.83428108402052,207.08809667909173,87.07562091963761,40.11218372589619,71.11143716702385
2466.732240166435,972.4280805941133,2788.671682564378,595.6993339005841,882.8399049823629,1360.7768526688228,368.292899572325,381.22094753142454,811.1532747247749,203.1827737926986,233.5194216063374,55.04572532013255,49.813777243030735,197.5514182470025,185.57704882657774,156.66934902269327,43.72116956532188,68.92132069684145
1978.964502649782,971.2713848278452,2251.0578108616614,672.9428889332405,1057.1784792798412,1256.5748414713494,392.49452572318233,401.8405878414006,1167.6865205874913,212.24498940308536,293.90647886646536,59.08024290284394,66.28749281432707,176.12571987478242,231.9203835115092,79.15531020977244,40.54432154416788,80.52425955953919
1531.7732826086449,931.129553172305,2583.742257808726,640.8728710401265,915.0476515661489,1239.3392957840847,381.0884522971926,387.60894305268346,1008.2370435100214,203.79426723246667,243.5048703552833,53.85051250311788,55.8477547097326,169.8358825969725,236.3364099466299,81.23490191147727,39.15264162803059,72.11350577107166
2341.6206828310937,1012.4935655091133,2410.1828361263556,625.2153066695996,954.7878498160061,1266.128926829015,393.6680712987112,397.4541818855786,978.7472031967282,178.653357877309,265.77606906487364,58.6320481171318,59.50915457486311,167.49327982301534,222.82518686061033,85.21061512845642,43.33448164476875,85.6413971084706
