pH,EC  (dS/m),OC (%),P   (kg/ha),K (kg/ha),Ca (meq/100g),Mg (meq/100g),S (ppm),Fe (ppm),Mn (ppm),Cu (ppm),Zn (ppm),B (ppm)
7.730571381017159,0.26521679388103586,1.2023711966511739,63.577402909276486,744.117262700742,8.748487122489085,3.4645523891378756,19.941207440762803,8.364408419688807,15.43328901503972,3.1493554694602888,2.8585681129222524,0.9488802694499894
7.196988385888769,0.10755135711834,0.4198113903222507,35.39322230316153,243.04000279300695,3.523427512749864,3.9090869360475016,24.069104455408745,2.7970467150300298,6.312091669358998,0.631990029238101,0.6759356380758558,0.8255212378498971
4.739673603952836,0.01916248148378682,0.6881714956687627,55.36248492599383,100.5392166211405,3.5906741195369793,1.4811043620333815,8.04751978952142,22.870894602451614,18.388315659704936,0.44585908549516035,0.6613526183861644,0.09428578197312446
7.867863975160586,0.47259170615674295,0.567969016364132,23.229476894287053,360.16942660789704,22.14213307240613,11.534733644639225,15.27592975355185,2.667227167811869,12.49401461726115,10.5937711023354,0.7201340910596671,0.2399614323247761
5.169288821764652,0.06553411572132557,1.3316044260405457,9.622354167961655,54.40147152478477,1.4319916267122044,2.012747645106367,12.184474522590907,90.11936737722688,59.51566701395768,2.3491598430694762,0.3815890219217479,0.7954586751174753
4.87381987250138,0.08553504785939475,0.16816546338141428,10.21277301043442,176.58910476390244,3.772582793236279,2.168032016777034,7.630194459246746,31.492162325721342,6.269971634536459,3.916631343250473,1.9410328217333872,1.2417360585598183
7.1273963045309365,0.04078558114280557,0.101054776206362,38.62571709194664,327.35624936681955,3.9728600418072446,3.4354446372391956,8.481621593692404,1.4853498585829672,5.645881741611506,0.4371505976428574,0.44433742723233555,0.8515517987820079
8.909973396005766,0.15733132958425067,0.43535014683701356,34.499991514735036,107.67370385993071,13.1208865540446,8.36592298709717,18.03940350487763,16.957557217284858,4.040340648879849,2.1408344001474973,0.6371089160136477,0.7743963255420558
9.435992800479946,0.416635525588576,0.19843683910273477,8.325813807923657,719.9543121640844,33.95379382030988,14.193885462723928,11.287728022210493,0.37935733423973517,17.539793340826602,1.9443582476135708,1.5386462231552036,0.6493650138192081
5.024552970301769,0.051911030009678505,0.2760286380375865,5.2175149787022175,93.64212357107867,0.35956687602165727,1.0602959168208423,7.68142639134863,11.526173149663272,14.284523292228972,6.921264065216323,0.6447900148358074,0.5342774164177254
6.102832462861791,0.10510030799283356,0.9856559038284618,27.487786280025034,457.4182224569305,5.629867427571635,3.177314169303016,24.3722444987907,120.60377731575822,26.92435156691001,0.6068245011272113,1.1249669484233933,0.14570640679119848
6.223983509547976,0.1286284780019104,0.7759313811280718,16.415408078811556,215.24966952326193,8.837763345471199,1.9927563673995539,17.841303010957827,9.959588967917925,9.697557382375368,1.669835000536384,1.0705561854209638,0.8513340918793343
8.290092930775536,0.4558004904465533,0.587939729675878,10.29020086800982,509.74141176197884,42.24447823770629,8.795117558323607,8.592170781927136,12.691956869748662,19.513525291109133,2.9136386748946506,0.9354980214241141,0.1500653949706184
5.48149884323674,0.06536089811939932,0.7674514265802879,21.811528953610672,325.51843019610874,1.238319907198553,0.7641943066232008,19.3166602882686,42.147081140468586,21.689306225484508,6.115722673442563,0.42259408817471394,0.6521012936796472
6.207142392418823,0.06632357020916092,0.23912426911743007,56.67275248359136,162.42868728283025,5.3655710651485595,1.4955900016939951,11.640911906387883,26.28392009011401,18.792284676169967,1.223690934585202,1.0333300197720048,0.7418120327517251
6.038555491396566,0.25809680703442367,1.0157284330664196,23.039288847060465,441.919089522146,12.305390269273925,2.2152187476932466,12.544192934456223,53.40214457685996,52.36822908837116,0.5950053153666938,0.9509035633622691,0.43752578063307046
8.156614762512358,0.23162624339499058,0.8551092710412156,26.845477956602995,220.08982476985148,5.460369308312386,3.089992236464495,27.202128963499813,19.23331881656767,3.620659190066653,2.397556848616569,0.5492527949775567,0.32614978836660086
5.273472520347921,0.051712809171566836,1.0130358615340365,19.712132846139323,42.26975297750558,0.7910838176898228,0.8239334381702235,14.327294499421665,39.427636004326665,33.266198909873744,1.3651795584248152,0.5953094966221205,1.2451092612374566
8.4739843037884,0.18874422629907459,0.41358643160357234,5.105885144992778,750.66288532449,62.97126080122129,7.44683865771886,11.185381423938976,19.019865917147285,14.024863101463524,2.4843006017508493,1.442355518666812,0.41269461176093425
5.342600825797618,0.043009459203126044,1.370000405514648,10.24932116471385,67.45897150802206,1.955070374560913,2.338034196769304,12.042458357273823,91.90158214126406,59.35453204903173,2.4358190596415157,0.38939008952668575,0.7910706501546887
6.361350905617187,0.2419039543064487,0.45863948268492805,54.274790927067784,234.53436655308343,3.26916803189003,3.1544208476908238,21.274196344577867,14.351745738609019,11.87258434414625,1.1232917743784596,1.509966749087038,0.8985571971080036
6.384994822816018,0.2648309642025514,0.4255441149730769,56.27292365393856,210.71612304525982,3.7061157550929997,2.3815968332311117,22.779007483829258,15.893845208999549,10.235318641391244,1.0802446327937714,1.4862676055500206,0.9131893536049959
7.871807447296833,0.5337381080605988,0.4688152943715535,4.544665382499886,102.9319270190055,40.763576569955326,15.038348864246045,14.001033920207853,11.691485322863565,9.007063089443228,1.7347804072142567,1.3541550604821617,0.5462003226268816
7.188044162283341,0.11842951651138901,0.4663594531382624,12.848957113882271,672.7161115524483,11.448473154400954,4.605312267262108,24.886509164314802,11.695476103094668,18.54876367494294,3.2934231205725584,1.2413577240068108,0.5870399439075926
7.727414835846657,0.312678738791615,0.6195495427571297,31.202791929039904,585.4577843260922,,14.8457431293133,8.713993665702477,7.126015314333646,5.911252922646382,1.165508525629127,0.7806079223690692,0.2735026472172936
7.36741639863309,0.09723234750735457,0.5909396091906791,38.1635232560397,131.50388491573898,2.840640684833037,1.313256862518423,21.78983939717645,5.553637682849164,17.035532780176244,0.5657949726300203,1.6424075083289207,0.8520528362147858
9.262782286006564,0.26839755727977915,0.4997797517179685,15.773589339139885,158.8553963871053,5.694772452338657,5.462330325791923,19.902451353632014,7.188129693748715,5.594014444997458,0.15382719964159328,1.5039318128311483,1.3405693137084342
5.777283977816633,0.06686977333739338,0.7449481437364497,77.71303968732475,153.8387403269117,4.651357465473466,2.1507100238234633,21.186352606604032,20.977895984425082,56.69327361450264,2.1695330379336655,0.7298370491700866,0.5686013204749959
9.409626003788823,0.7565459859663668,0.5928558019653264,6.4064860968499495,202.83936074531792,11.684812758765695,1.8135422211470325,16.55881840767822,57.03110772308508,17.021636076850488,0.9601957585356851,1.3165921912042142,0.718444068567413
4.697623697654793,0.05125684285712803,0.6930374265899397,56.03692048356877,96.04514219321615,4.804319966098088,0.4939485556044695,7.597356552431358,19.404759739156635,17.60632903106063,0.37096135377921796,0.7264645137220929,0.09041702020575741
7.751253011472352,0.05458794627881101,1.0779495986539132,28.802990933438608,230.57412368486519,5.407946811971825,1.6058789446925634,10.57861000650965,3.4819297413062684,6.163576168723412,1.2560536661754336,0.41693051838397915,0.5809105676598318
8.509608770636193,0.19247502618623277,0.2724781078865573,78.19727151197316,292.84461203935115,5.522814389689899,4.83173820380415,28.338558711134013,4.720236545897203,5.3673855394839265,0.5636367786550538,0.9306384848430641,0.6025836538348851
6.039872128393226,0.16016904814938138,0.30655556106719334,82.70761920244475,383.5013066587099,5.001145155272432,0.3028060514764116,12.84703269641231,47.07457079792335,38.36009161839401,3.282665164634701,6.796080311002798,1.1500693411705387
9.401717881791015,0.7654092499284679,0.5838058822778964,5.926531413452741,206.67389083359737,11.723257073252793,1.681361422536257,16.900495469895223,58.263572755782846,17.63283239900465,0.8826409443515322,1.391143250875555,0.7160881640155234
5.104927182165315,0.0750821736995461,1.583746298043518,23.61472235948726,116.05575719419357,2.19479131843455,0.6681509195525348,12.137880439175593,1.9145115139785716,9.68892786444456,3.7868448824741674,1.4750906768867944,0.6509088811323017
8.812928378589977,0.13835408808776709,1.0025647240724052,67.59267690243901,173.67736557228804,23.86697736456854,5.511332433130235,6.485129045306293,1.2574020564753239,4.781419823405576,1.0968741812399987,0.41228978249341325,0.7148332885827247
9.024214357968566,0.12450150065763357,0.3601514461529782,3.2036844563337694,392.89619804458727,40.66113501257751,7.249847269454819,11.65281718273275,10.158210220101601,3.520868559690733,1.7094193568772067,0.4764594375728214,0.7440328621723834
,,,,,,,,,,,,
6.402605687750616,0.09502322878008265,0.6844347167192769,4.21727582993304,342.21876777842596,6.497792014506057,2.3131951029720432,17.772223884207325,25.819961458670853,64.59950445746496,2.3180821724013616,0.60132875251884,0.4522085079623022
4.818125436347264,0.04413556642399868,0.49499689566143434,9.81691878865299,78.0239196724625,1.831959700444766,1.2243726187330037,2.7305173758323766,27.098707298587755,17.609916426101936,1.4219744838507322,0.719356250861899,0.8014983851421669
5.76451516138392,0.04347447759243267,0.3272088328382187,23.34436431872278,139.95596589764887,2.6760804932797337,1.6246221405291803,13.176952757404298,45.251928306385004,12.837406309741862,2.0848395281614533,0.9847643259515204,1.0135719787137278
6.176284148158924,0.05917660904851607,0.1937855113469502,54.90824101538109,146.1402714561164,5.169835861621738,1.3150437786177789,11.50733040597179,23.28369327292892,18.036800733667814,1.2055712301640116,1.0369072042223721,0.7193327541446828
6.546859349497492,0.23536003812577394,0.43983656277756966,52.237032938290895,204.63959164749983,3.7396743428514627,2.8063385773901954,22.55006917676016,14.564407418869303,10.402336404964634,0.8947277114922644,1.544825391284473,0.9511580508618522
7.6340636794378325,0.04228044679300592,0.912018161353884,25.520063923972803,435.92132084570284,3.3561728242597044,1.6582555197332658,9.737921471831772,38.175071141393445,10.041836684693116,1.5152523369286808,0.6676014781490112,1.1736521982928056
6.290887962538804,0.11757788720069441,0.7783436537835374,17.34194639584974,237.8162873807364,9.102599849700281,2.1064740322253255,18.17571234554804,10.34650951406775,10.467957311544392,1.6268181672892106,1.0258974873641267,0.8500191677568217
5.270850238851601,0.0626173428571349,1.021073011426958,21.897864085821656,26.19808896919104,1.9224779339527427,0.6085959745669409,13.45466433500619,41.31674044396953,34.442339525847665,1.3331646335130656,0.5562468391932346,1.213948993193644
,,,,,,,,,,,,
6.006050407547467,0.14586519421901434,0.33556138924488094,81.46459085473084,361.957184659062,7.6234220477876224,0.022910908689084575,12.68082928678085,49.447028483548024,37.51197323318114,2.9632290611903804,6.849815645772756,1.134197188595724
5.958373039438582,0.11821344400999037,0.16655908781727274,44.65233178531891,269.4067592468851,13.090736035857361,4.591642354806736,12.16831424542135,123.6537984712383,40.40055412639088,2.409275307448848,2.0923577148337995,0.90199396618464
6.087223255027394,0.2457369485342486,1.023503819364817,23.357180129803375,438.8107109811141,11.666958330971243,2.2412670547650535,10.821820862171576,55.27754062621109,52.65018082088599,0.3265125126410038,0.9747261044043612,0.44450002091200835
8.726143010843622,0.3029420163643256,1.347055840911709,9.504227639979861,265.99520966174435,17.821241530104256,7.21482110211097,17.741106132133012,8.775962930023118,12.817114931277926,1.0193100975029445,0.2775417024867112,0.43175988239366353
5.078128951788826,0.06941658080146011,0.47921919869388396,74.40737065584784,158.60076531128888,2.665464411462445,3.128125574935686,20.1916067151943,47.2355278481338,15.965978093284512,1.343728842774906,0.47885636137478904,0.615153655652375
6.354959624634338,0.07020295569154161,0.48954607182788784,33.99897033017269,209.534758078099,2.2452856906011323,1.994655230936353,12.015016740980787,7.266970486202337,11.059152188035057,1.64268038804642,1.0730396917564116,0.2622055336502531
8.873678098579797,0.13903501579307978,0.9668574083160771,65.85651185754573,159.08895039486003,24.924412292375663,5.383705056623231,8.388233749711356,2.354885991266904,5.375557485230527,0.8965225082655714,0.23781396964856177,0.7215389271381325
5.26365905961011,0.06370953893977745,1.5492457855738884,25.085653637133127,112.72577763850741,3.420857822868752,0.8603679745115252,12.437825504544739,1.4867579767134442,9.365606641261817,3.9779606096472024,1.4717019848421737,0.6277338090783277
8.770043452798868,0.22115560251676508,0.5969093294140316,57.04517029488877,438.8681267753597,30.310659662854604,2.673389266986323,25.418086420797042,2.173033696886806,12.887577658441897,0.4150232478744852,0.40310978732123104,0.2339453156261792
9.24627054952748,0.27173107271519764,0.5191991923953135,15.656731740633422,148.43210230911947,6.186519786916823,5.133843250938936,20.16151937829631,3.6126745701323446,5.422136443620502,0.2852296164052701,1.4358670189167477,1.3280071725326839
6.653637023448449,0.27229686535193887,1.2000303905503342,3.0278200830651856,218.07459117505203,25.811172382270723,2.7267936573103295,11.974379999870594,39.81506310286428,21.880474340840745,7.787129213013482,0.4082756386619086,0.8273322644267418
6.322775571332661,0.13943798799757712,0.7464072646362766,19.081391686030237,230.83109414999763,8.464283066529973,2.1082225511254835,17.736418315945052,10.4115929774836,13.062883709321408,1.710738363348015,0.9975044782799872,0.836228849704647
5.172772214914953,0.038733795346259266,1.335092693723208,10.962665333629591,77.10403279700151,1.5016570910591034,2.0226205487825704,12.201619790298182,92.3057939947457,60.28475024729091,2.496053403342296,0.419197931982347,0.8136454070741741
,,,,,,,,,,,,
5.411695534773492,0.07811849465997256,0.8614950898975126,79.12620462420645,123.85047074122768,3.2670164130954666,2.895637521205903,5.254267483526412,13.654786343231667,44.99065190116864,1.1820569969671006,1.2438581316631374,0.9579286672266597
